BIOID,,COUNTRY NAME,TIME SPECIFIC COUNTRY NAME,COUNTRY ID,COUNTRY TEXT ID,COW COUNTRY ID,FNAME_ORIG,LNAME_ORIG,FNAME,LNAME,FullName,GOVTWIT,GOVTWIT_ID,PTWIT ,PTWIT_ID,OTWIT,OTWIT_ID,OTWIT_TYPE,OTWIT_2,OTWIT_ID_2,OTWIT_TYPE_2,OTWIT_3,OTWIT_ID_3,OTWIT_TYPE_3,OTWIT_4,OTWIT_ID_4,OTWIT_TYPE_4,OTWIT_5,OTWIT_ID_5,OTWIT_TYPE_5,OTWIT_6,OTWIT_ID_6,OTWIT_TYPE_6,OFFICE1,OFFICE1_LEVEL,OFFICE1_CONSTITUENCYLEVEL1,OFFICE1_CONSTITUENCYLEVEL2,OFFICE1_CONSTITUENCYLEVEL3,OFFICE1_CONSTITUENCYLEVEL4,OFFICE1_CONSTITUENCYLEVEL5,OFFICE1_TERRITORIAL,OFFICE1_RESERVED,OFFICE1_ELECTORALSYSTEM,OFFICE1_MAGNITUDE,OFFICE1_CLOSEDLIST,OFFICE1_LISTNUM,OFFICE1_ROUND,OFFICE1_MAXROUNDS,OFFICE1_TERMLENGTH,OFFICE1_ELECTION RESULT PRIMARY,OFFICE1_ASSUMED OFFICE,OFFICE1_RESULT DISCREPANCY,OFFICE2,OFFICE2_LEVEL,OFFICE2_CONSTITUENCYLEVEL1,OFFICE2_CONSTITUENCYLEVEL2,OFFICE2_CONSTITUENCYLEVEL3,OFFICE2_CONSTITUENCYLEVEL4,OFFICE2_CONSTITUENCYLEVEL5,OFFICE2_TERRITORIAL,OFFICE2_RESERVED,OFFICE2_ELECTORALSYSTEM,OFFICE2_MAGNITUDE,OFFICE2_CLOSEDLIST,OFFICE2_LISTNUM,OFFICE2_ROUND,OFFICE2_MAXROUNDS,OFFICE2_TERMLENGTH,OFFICE2_ELECTION RESULT,OFFICE2_ASSUMED OFFICE,OFFICE2_RESULT DISCREPANCY,INDEPENDENT,"PARTY NAME, ENGLISH","PARTY NAME, ORIGINAL",PARTY SHORT NAME,NUMERIC PARTY IDENTIFIER,PARTY FACTS ID,CMPCODE,CHES PARTY CODE,GPS PARTY CODE,"LIST NAME, ORIGINAL",OFFICE1_INCUMBENT,OFFICE2_INCUMBENT,YEAR-START,MONTH-START,DAY-START,YEAR-END,MONTH-END,DAY-END,GENDER,BIRTHDATE,EDUCATION,EDUCATION DISCIPLINE,ETHNICITY/RACE ,IMMIGRANT ,COUNTRY OF BIRTH,CURRENT PROFESSION,PRE-POLITICAL PROFESSION,OFFICE1_LAST CANDIDATE,OFFICE2_LAST CANDIDATE,LAST NATIONAL LEGISLATIVE CANDIDATE,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT,PRIOR NATIONAL LEGISLATIVE CANDIDATE COUNT COMPLETE,LAST NATIONAL EXECUTIVE CANDIDATE,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT,PRIOR NATIONAL EXECUTIVE CANDIDATE COUNT COMPLETE,PRIOR HIGH PUBLIC OFFICE NAME 1,PRIOR HIGH PUBLIC OFFICE NAME ENGLISH 1,PRIOR HIGH PUBLIC OFFICE TYPE 1,PRIOR HIGH PUBLIC OFFICE LEVEL 1,PRIOR HIGH PUBLIC OFFICE START 1,PRIOR HIGH PUBLIC OFFICE END 1,PRIOR HIGH PUBLIC OFFICE 2..N,OTHER POLITICAL EXPERIENCE ,FEC_ID,EDUCATION DISCIPLINE GRADUATE,ETHNICITY,VETERAN,MODIFIED,COMMENTS,OFFICE1_ELECTION_RESULT_GENERAL,334
240147,,United States of America ,,,,,Glenn F. ,Ivey,Glenn F. ,Ivey,Glenn F.  Ivey,,,,,Glenn_Ivey,3081969927,2,GlennIveyMD,1442975922802544641,2,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD04315,,,,0,,1,
240148,,United States of America ,,,,,Jazz,Lewis,Jazz,Lewis,Jazz Lewis,,,,,JazzforMaryland,236490620,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD04323,,,,0,,,
240151,,United States of America ,,,,,Duval ,Cubero,Duval ,Cubero,Duval  Cubero,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240152,,United States of America ,,,,,Vanessa Marie,Hoffman,Vanessa Marie,Hoffman,Vanessa Marie Hoffman,,,,,Vanessa23607546,1158871543423930369,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240153,,United States of America ,,,,,Chris ,Palombi,Chris ,Palombi,Chris  Palombi,,,,,ChrisPalombi,1026649952,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H0MD05225,,,,0,,0,
240154,,United States of America ,,,,,Tannis ,Villanova,Tannis ,Villanova,Tannis  Villanova,,,,,TannisVillanova,1492036150160207879,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,H2MD05551,,,,0,,,
240155,,United States of America ,,,,,Elaine,Belson,Elaine,Belson,Elaine Belson,,,,,ElaineBelson,1462025233108553730,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,H2MD05544,,,,0,,,
240156,,United States of America ,,,,,Steny,Hoyer,Steny,Hoyer,Steny Hoyer,LeaderHoyer,22012091,,,StenyHoyer,266719387,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD05155,,,,0,,1,
240157,,United States of America ,,,,,McKayla,Wilkes,McKayla,Wilkes,McKayla Wilkes,,,,,MeetMckayla,1105113081418526720,2,team_mckayla,1159113516353249280,3,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,H2MD05536,,,,0,,,
240158,,United States of America ,,,,,Keith,Washington,Keith,Washington,Keith Washington,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240159,,United States of America ,,,,,Michael,Lemon,Michael ,Lemon,Michael  Lemon,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2401510,,United States of America ,,,,,Toni,Jarboe-Duley,Toni,Jarboe-Duley,Toni Jarboe-Duley,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2401511,,United States of America ,,,,,Patrick ,Stevens,Patrick ,Stevens,Patrick  Stevens,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America ,Maryland,Congressional District 5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240161,,United States of America ,,,,,Johnathan,Jenkins,Johnathan,Jenkins,Johnathan Jenkins,,,,,JenkinsCongress,1366411536818962432,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD06260,,,,0,,,
240162,,United States of America ,,,,,Neil C. ,Parrott,Neil C. ,Parrott,Neil C.  Parrott,,,,,neilparrott,105251964,2,parrottcongress,1483458230256910355,2,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H0MD06231,,,,0,,0,
240163,,United States of America ,,,,,Robert ,Poissonnier,Robert ,Poissonnier,Robert  Poissonnier,,,,,bobpoissonier,801397105084551168,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD06278,,,,0,,,
240164,,United States of America ,,,,,Heba Machado,Zayas,Heba Machado,Zayas,Heba Machado Zayas,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240165,,United States of America ,,,,,Ben,Smilowitz,Ben,Smilowitz,Ben Smilowitz,,,,,ben_smilowitz,16348368,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD06294,,,,0,,,
240166,,United States of America ,,,,,David J. ,Trone,David J. ,Trone,David J.  Trone,RepDavidTrone,1080573351914061825,,,davidjtrone,4851790919,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H6MD08549,,,,0,,1,
240167,,United States of America ,,,,,George,Gluck,George,Gluck,George Gluck,,,GeorgeGluck,273111988,Gluck4Congress,495323806,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240168,,United States of America ,,,,,Matthew ,Foldi,Matthew,Foldi,Matthew Foldi,,,MatthewFoldi,1644734071,MatthewFoldi,1644734071,2,TeamFoldi,1514358148391395339,3,5forFoldi,4820293443,4,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240169,,United States of America ,,,,,Mariela ,Roca,Mariela,Roca,Mariela Roca,,,,,rocaforcongress,1294978040456515586,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2401610,,United States of America ,,,,,Colt M.,Black,Colt M.,Black,Colt M. Black,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 6,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240171,,United States of America ,,,,,Ray,Bly,Ray,Bly,Ray Bly,,,BornScrewedUSA,4827288898,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240172,,United States of America ,,,,,Michael,Pearson,Michael,Pearson,Michael Pearson,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240173,,United States of America ,,,,,Tashi Kimandus,Davis,Tashi Kimandus,Davis,Tashi Kimandus Davis,,,Iamtashidavis,1107435043201470464,tashi_davis,1429200311944626178,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD07094,,,,0,,,
240175,,United States of America ,,,,,Elihu ,El,Elihu,El,Elihu El,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240176,,United States of America ,,,,,Wayne,McNeal,Wayne,McNeal,Wayne McNeal,,,,,BigBillions3 ,1447180058532229130,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240177,,United States of America ,,,,,Lorrie A.,Sigley,Lorrie A.,Sigley,Lorrie A. Sigley,,,LS5986 ,2942700244 ,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240178,,United States of America ,,,,,Scott,Collier,Scott ,Collier,Scott  Collier,,,,,oneunitedvoice,1316236981521661955,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240174,,United States of America ,,,,,Kweisi,Mfume,Kweisi,Mfume,Kweisi Mfume,RepKweisiMfume,1276209702322438148,Kweisi_Mfume,827255624446545920,Mfume4Congress,1191327658124165123,2,Kweisi_Mfume,827255624446545920,2,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H6MD07020,,,,0,,1,
240181,,United States of America ,,,,,Gregory Thomas,Coll,Gregory Thomas,Coll,Gregory Thomas Coll,,,,,CollforCongress,174446037,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240182,,United States of America ,,,,,Andalib,Odulate,Andalib,Odulate,Andalib Odulate,,,,,AndalibOdulate,1244417415049547777,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD08191,,,,0,,,
240183,,United States of America ,,,,,Jamie,Raskin,Jamie,Raskin,Jamie Raskin,RepRaskin,806906355214852096,,,jamie_raskin,549579841,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H6MD08457,,,,0,,1,
240184,,United States of America ,,,,,Andrés,Garcia,Andrés,Garcia,Andrés Garcia,,,,,andres4congress,1465866220842934272,2,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,Libertarian,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,H2MD08217,,,,0,,0,
240185,,United States of America ,,,,,Michael,Yadeta,Michael ,Yadeta ,Michael  Yadeta ,,,,,,,,,,,,,,,,,,,,,,,United States House of Representatives ,1,United States of America,Maryland,Congressional District 8,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
240511,,United States of America,,,,,Michael,Dreisbach,Michael,Dreisbach,Michael Dreisbach,,,DreisbachMike,2311783149,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240512,,United States of America,,,,,Mike,McKay,Mike,McKay,Mike McKay,,,,,MikeMcKayMD,86294356,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240521,,United States of America,,,,,Shawn,Perry,Shawn,Perry,Shawn Perry,,,,,CandidatePerry,1546303046229057541,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240522,,United States of America,,,,,Paul,Corderman,Paul,Corderman,Paul Corderman,,,,,PaulCorder,333189261,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240531,,United States of America,,,,,Karen,Lewis Young,Karen,Lewis Young,Karen Lewis Young,,,kmlcmky,31026320,KarenLewisYoung,2992373176,4,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240532,,United States of America,,,,,Angela,McIntosh,Angela,McIntosh,Angela McIntosh,,,,,Citizens4Mc,1462856939336089609,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240541,,United States of America,,,,,Carleah,Summers,Carleah,Summers,Carleah Summers,,,,,carleahsummers,1443665013043040261,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240542,,United States of America,,,,,William,Folden,William,Folden,William Folden,,,,,DelegateFolden,791029537484201984,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240551,,United States of America,,,,,Justin,Ready,Justin,Ready,Justin Ready,,,JustinReady,18313199,JustinReady5A,126414509,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240561,,United States of America,,,,,Cory D.,Edwards,Cory D.,Edwards,Cory D. Edwards,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240562,,United States of America,,,,,Johnny Ray,Salling,Johnny Ray,Salling,Johnny Ray Salling,,,SenJohnnyRay,3690837435,J_R_Salling,1181614156711170051,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240571,,United States of America,,,,,J.B.,Jennings,J.B.,Jennings,J.B. Jennings,,,JBJenningsUSA,237094998,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240581,,United States of America,,,,,Katherine,Klausmeier,Katherine,Klausmeier,Katherine Klausmeier,,,Sen_Klausmeier,830828492329775104,kathyforsenate,1545801506909294596,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240582,,United States of America,,,,,Ken,Fitch,Ken,Fitch,Ken Fitch,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
240591,,United States of America,,,,,Katie,Hester,Katie,Hester,Katie Hester,,,,,katiefryhester,42854756,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
240592,,United States of America,,,,,Reid,Novotny,Reid,Novotny,Reid Novotny,,,,,reidnovotny,72833236,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405101,,United States of America,,,,,Benjamin,Brooks,Benjamin,Brooks,Benjamin Brooks,,,,,BenBrooksSr,2193173494,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405102,,United States of America,,,,,William,Newton,William,Newton,William Newton,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405111,,United States of America,,,,,Shelly,Hettleman,Shelly,Hettleman,Shelly Hettleman,,,shellyhettleman,31277613,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405112,,United States of America,,,,,Ruth,Goetz,Ruth,Goetz,Ruth Goetz,,,,,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405121,,United States of America,,,,,Clarence,Lam,Clarence,Lam,Clarence Lam,,,ClarenceLamMD,578956465,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405122,,United States of America,,,,,Bob,Cockey,Bob,Cockey,Bob Cockey,,,CockeyBob,1517114470778163200,BobCockey,1225452376175390720,2,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Republican,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
2405131,,United States of America,,,,,Guy,Guzzone,Guy,Guzzone,Guy Guzzone,,,GuyGuzzone,391674596,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
2405141,,United States of America,,,,,Craig,Zucker,Craig,Zucker,Craig Zucker,,,SenatorZucker,137865247,,,,,,,,,,,,,,,,,,,State Senate,2,United States of America,Maryland,State Senate District 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Democrat,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,
